rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
10,FFT,float32,1024,1024,1024,1,16,MPI,2,16410.2712,458.9523,1018.8292,746.1505,169.8829,947.472
10,IFFT,float32,1024,1024,1024,1,16,MPI,2,761.7287,537.0455,1258.0016,753.4298,216.801,537.0455
1,FFT,float32,1024,1024,1024,1,16,MPI,2,11013.574,383.8258,1113.3361,790.5416,192.6852,642.8906
1,IFFT,float32,1024,1024,1024,1,16,MPI,2,6217.3045,375.3877,1045.201,709.7495,231.1533,1045.201
5,FFT,float32,1024,1024,1024,1,16,MPI,2,16117.4934,499.752,944.4931,779.4774,124.6218,847.4036
5,IFFT,float32,1024,1024,1024,1,16,MPI,2,1297.4542,543.281,888.7221,721.1969,110.5784,543.281
0,FFT,float32,1024,1024,1024,1,16,MPI,2,13114.3727,596.1182,1013.2209,814.4515,122.9296,669.5376
0,IFFT,float32,1024,1024,1024,1,16,MPI,2,4118.6312,588.5077,773.6269,686.8082,58.8976,655.0647
4,FFT,float32,1024,1024,1024,1,16,MPI,2,15396.735,481.0118,998.5202,776.4459,129.0971,998.5202
4,IFFT,float32,1024,1024,1024,1,16,MPI,2,1990.5305,519.1333,916.011,724.66,138.0484,533.8341
8,FFT,float32,1024,1024,1024,1,16,MPI,2,16424.7177,692.4529,904.6554,797.8056,65.4789,747.4891
8,IFFT,float32,1024,1024,1024,1,16,MPI,2,741.238,572.2599,797.6547,705.3314,74.9037,622.3987
12,FFT,float32,1024,1024,1024,1,16,MPI,2,16540.5797,650.7628,959.0284,799.1854,79.2815,771.7941
12,IFFT,float32,1024,1024,1024,1,16,MPI,2,762.9183,558.7301,915.289,702.2886,114.0449,558.7301
13,FFT,float32,1024,1024,1024,1,16,MPI,2,16432.4018,465.7759,975.3108,793.3935,150.545,975.3108
13,IFFT,float32,1024,1024,1024,1,16,MPI,2,801.5889,506.5173,833.7135,708.3065,110.45,665.7672
2,FFT,float32,1024,1024,1024,1,16,MPI,2,15986.2786,542.357,979.8647,754.7035,151.5662,542.357
2,IFFT,float32,1024,1024,1024,1,16,MPI,2,1271.4437,551.2834,1154.5162,747.7258,174.4723,1154.5162
8,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6282.2005,169.3552,240.6383,177.8656,20.9429,171.6685
8,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,252.4356,171.0985,172.8636,172.0643,0.59,171.3255
14,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6289.8257,169.9589,239.7547,177.9245,20.6295,172.5861
14,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,251.6529,170.9086,173.112,171.9485,0.6281,171.8809
15,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6367.0229,169.794,239.2289,177.6962,20.5254,172.0016
15,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,252.6515,170.6884,173.5497,172.1452,0.8744,171.8151
10,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6264.033,169.6578,238.7136,177.8629,20.3028,171.0207
10,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,266.0734,171.4423,172.7637,171.9454,0.4905,172.7637
11,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6267.9479,169.4665,239.3744,177.8131,20.5423,171.0045
11,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,265.4511,171.4742,172.9011,172.0481,0.4695,172.5232
9,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6278.7256,169.2477,238.9769,177.7752,20.4258,171.738
9,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,251.7053,171.1245,172.8206,171.9651,0.616,171.2519
3,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6222.5243,169.8775,237.6974,177.6649,20.0283,171.1113
3,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,264.8269,171.1725,172.9264,172.0269,0.491,172.5306
12,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6353.8132,169.9207,240.5879,178.096,20.8398,171.0249
12,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,264.5857,169.7867,173.4805,171.8714,1.0762,172.4483
4,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6415.9152,170.0896,238.7187,177.9606,20.2602,170.8156
4,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,265.1632,170.1165,173.4725,171.8317,0.9619,172.532
13,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6354.9376,170.166,238.8757,178.1308,20.2622,171.3603
13,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,265.0358,168.9757,173.5533,171.6745,1.3981,172.4674
7,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6244.165,169.686,240.2767,177.6933,20.8752,171.5525
7,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,252.4035,170.7735,173.8189,172.2038,0.8646,172.0825
6,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6265.2595,169.6959,239.7661,177.8009,20.6748,172.0837
6,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,251.818,170.6077,172.8967,172.0658,0.6542,171.9111
1,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6238.6173,169.6004,238.7172,177.837,20.3175,171.7924
1,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,251.6566,171.0966,172.7085,171.8918,0.5768,171.4527
0,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6244.3703,169.7742,239.04,177.7603,20.4446,171.7835
0,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,252.5811,171.4737,172.5498,172.0191,0.4404,171.5161
2,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6231.7301,170.1496,240.5075,178.1339,20.8071,171.1068
2,IFFT,float32,1024,1024,1024,1,16,NCCL_PL,2,265.6462,170.6651,172.6914,171.8548,0.5981,172.6914
5,FFT,float32,1024,1024,1024,1,16,NCCL_PL,2,6376.1847,170.1841,239.4076,178.1202,20.4389,171.1723
