rank,FFT_type,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_time,last_time
28,FFT,float32,1024,1024,1024,4,8,NCCL,8,930.4225,107.9805,291.2808,128.3884,54.315,108.7678
28,IFFT,float32,1024,1024,1024,4,8,NCCL,8,947.1505,491.3881,496.9394,494.7104,1.7455,496.46
29,FFT,float32,1024,1024,1024,4,8,NCCL,8,930.4117,107.6448,291.3055,127.9166,54.4756,108.6333
29,IFFT,float32,1024,1024,1024,4,8,NCCL,8,947.5561,492.342,497.0848,495.0708,1.594,495.0803
4,FFT,float32,1024,1024,1024,4,8,NCCL,8,938.9011,104.6183,289.7061,124.0404,55.2333,106.4472
4,IFFT,float32,1024,1024,1024,4,8,NCCL,8,941.1338,497.1932,502.2775,499.0003,1.3344,497.1932
6,FFT,float32,1024,1024,1024,4,8,NCCL,8,907.8332,113.9208,289.9098,133.9117,52.0398,117.4632
6,IFFT,float32,1024,1024,1024,4,8,NCCL,8,931.2495,484.1606,490.4019,488.4823,1.9925,490.2134
27,FFT,float32,1024,1024,1024,4,8,NCCL,8,928.9878,104.5738,289.3873,124.085,55.1157,104.5856
27,IFFT,float32,1024,1024,1024,4,8,NCCL,8,952.1024,497.6628,501.106,499.1469,0.8858,499.3706
