rank,FFT_type,precision,x,y,z,px,py,backend,nodes,time
12,IFFT,float32,32,32,32,8,2,NCCL,2,0.0005252379999092
12,FFT,float32,64,64,64,4,4,NCCL,2,0.0008772029998453
14,FFT,float32,64,64,64,4,4,NCCL,2,0.0007957210000313
11,FFT,float32,64,64,64,4,4,NCCL,2,0.2425917309999476
15,FFT,float32,64,64,64,4,4,NCCL,2,0.0003792759998759
10,FFT,float32,64,64,64,4,4,NCCL,2,0.2427135279999674
13,FFT,float32,64,64,64,4,4,NCCL,2,0.000870070000019
9,FFT,float32,64,64,64,4,4,NCCL,2,0.2428506229998674
3,FFT,float32,64,64,64,4,4,NCCL,2,0.4749516700001095
8,FFT,float32,64,64,64,4,4,NCCL,2,0.2427053429998977
1,FFT,float32,64,64,64,4,4,NCCL,2,0.4750791270000718
7,FFT,float32,64,64,64,4,4,NCCL,2,0.1236191960001633
5,FFT,float32,64,64,64,4,4,NCCL,2,0.1235177290000137
6,FFT,float32,64,64,64,4,4,NCCL,2,0.123481110999819
4,FFT,float32,64,64,64,4,4,NCCL,2,0.1233999589999257
0,FFT,float32,64,64,64,4,4,NCCL,2,0.4750046789999942
2,FFT,float32,64,64,64,4,4,NCCL,2,0.4750440620000518
5,IFFT,float32,64,64,64,4,4,NCCL,2,0.0003281290000813
1,IFFT,float32,64,64,64,4,4,NCCL,2,0.000552104999997
7,IFFT,float32,64,64,64,4,4,NCCL,2,0.0006908829998337
2,IFFT,float32,64,64,64,4,4,NCCL,2,0.0005825109999477
4,IFFT,float32,64,64,64,4,4,NCCL,2,0.0006416119999812
6,IFFT,float32,64,64,64,4,4,NCCL,2,0.0007480389999727
3,IFFT,float32,64,64,64,4,4,NCCL,2,0.000688287999992
13,IFFT,float32,64,64,64,4,4,NCCL,2,0.0006488480000825
8,IFFT,float32,64,64,64,4,4,NCCL,2,0.0007954909999625
0,IFFT,float32,64,64,64,4,4,NCCL,2,0.0004570180001337
10,IFFT,float32,64,64,64,4,4,NCCL,2,0.0013288029999785
14,IFFT,float32,64,64,64,4,4,NCCL,2,0.0013220210000781
9,IFFT,float32,64,64,64,4,4,NCCL,2,0.0006397300001026
11,IFFT,float32,64,64,64,4,4,NCCL,2,0.0013182640000195
12,IFFT,float32,64,64,64,4,4,NCCL,2,0.0008242049998443
15,IFFT,float32,64,64,64,4,4,NCCL,2,0.0013780150000002
4,FFT,float32,64,64,64,2,8,NCCL,2,0.0004321330000038
8,FFT,float32,64,64,64,2,8,NCCL,2,0.1852347930000633
0,FFT,float32,64,64,64,2,8,NCCL,2,0.0004536619999271
6,FFT,float32,64,64,64,2,8,NCCL,2,0.0005721329998777
9,FFT,float32,64,64,64,2,8,NCCL,2,0.1852985010000338
1,FFT,float32,64,64,64,2,8,NCCL,2,0.0005704799998511
7,FFT,float32,64,64,64,2,8,NCCL,2,0.0003958649999731
5,FFT,float32,64,64,64,2,8,NCCL,2,0.0004564979999486
15,FFT,float32,64,64,64,2,8,NCCL,2,0.1854426399997919
3,FFT,float32,64,64,64,2,8,NCCL,2,0.0006692629999633
10,FFT,float32,64,64,64,2,8,NCCL,2,0.1852442299998529
2,FFT,float32,64,64,64,2,8,NCCL,2,0.0005464450000545
11,FFT,float32,64,64,64,2,8,NCCL,2,0.1853728399998999
14,FFT,float32,64,64,64,2,8,NCCL,2,0.1852107279999018
13,FFT,float32,64,64,64,2,8,NCCL,2,0.1853784500001438
12,FFT,float32,64,64,64,2,8,NCCL,2,0.185076448000018
12,IFFT,float32,64,64,64,2,8,NCCL,2,0.0005216609999934
13,IFFT,float32,64,64,64,2,8,NCCL,2,0.0003291529999387
9,IFFT,float32,64,64,64,2,8,NCCL,2,0.0004414819998146
15,IFFT,float32,64,64,64,2,8,NCCL,2,0.0003363559999343
11,IFFT,float32,64,64,64,2,8,NCCL,2,0.0003079430000525
14,IFFT,float32,64,64,64,2,8,NCCL,2,0.0005887259999326
10,IFFT,float32,64,64,64,2,8,NCCL,2,0.0002566769999248
8,IFFT,float32,64,64,64,2,8,NCCL,2,0.0009082199999284
7,IFFT,float32,64,64,64,2,8,NCCL,2,0.0013140510000084
0,IFFT,float32,64,64,64,2,8,NCCL,2,0.0012665219999234
